Integrated_Pathway,Gene,Source_Pathway
Protein Ubiquitination,NOP53,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,NOSIP,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,NPEPPS,GOBP_PROTEIN_POLYUBIQUITINATION | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,NPLOC4,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,NQO1,GOBP_PROTEIN_POLYUBIQUITINATION
Protein Ubiquitination,NRAS,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_RAS_UBIQUITINATION_BY_CUL3_COMPLEX
Protein Ubiquitination,NSFL1C,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING
Protein Ubiquitination,NSMCE1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,NSMCE2,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,NSMCE3,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,NT5C2,GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY
Protein Ubiquitination,NTRK1,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL
Protein Ubiquitination,NTRK2,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL
Protein Ubiquitination,NUB1,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,NUP62,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING
Protein Ubiquitination,NXN,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,OBI1,GOBP_PROTEIN_AUTOUBIQUITINATION | GOBP_PROTEIN_MONOUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,OGT,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Ubiquitination,OPTN,GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,OS9,GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX | GOCC_ER_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX
Protein Ubiquitination,OTUB1,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY
Protein Ubiquitination,OTUB2,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD1,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD3,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD4,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD5,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD6A,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD6B,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD7A,GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTUD7B,GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,OTULIN,GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY | REACTOME_PROTEIN_UBIQUITINATION | REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES
Protein Ubiquitination,OTULINL,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,PA2G4,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PABIR1,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PACRG,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PAF1,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PAN2,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,PANO1,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PARK7,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING
Protein Ubiquitination,PARP1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PARP10,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,PARP9,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PATZ1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PAX6,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PAXIP1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PBK,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PCBP2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PCGF1,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PCGF2,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PCGF3,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY | GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2
Protein Ubiquitination,PCGF5,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_HISTONE_H2A_UBIQUITIN_LIGASE_ACTIVITY | GOMF_HISTONE_UBIQUITIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2
Protein Ubiquitination,PCGF6,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES
Protein Ubiquitination,PCMTD1,GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,PCNA,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PCNP,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PDCD6,GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEIN_MONOUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,PDCD6IP,GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY
Protein Ubiquitination,PDCL3,GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PDGFRA,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL
Protein Ubiquitination,PDGFRB,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL
Protein Ubiquitination,PDLIM2,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PDZRN3,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,PEF1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEIN_MONOUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,PELI1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY
Protein Ubiquitination,PELI2,GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY
Protein Ubiquitination,PELI3,GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,PELP1,GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING
Protein Ubiquitination,PER1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PER2,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PER3,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,PEX1,GOMF_UBIQUITIN_LIKE_PROTEIN_READER_ACTIVITY
Protein Ubiquitination,PEX10,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX12,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_MONOUBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY | REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX13,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX14,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX2,GOBP_PROTEIN_MONOUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX5,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PEX6,GOMF_UBIQUITIN_LIKE_PROTEIN_READER_ACTIVITY
Protein Ubiquitination,PHC1,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PHC2,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PHC3,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PHF1,KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PHF19,KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,PHF20L1,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,PHF23,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,PIAS1,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,PIAS2,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,PIAS3,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,PIAS4,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,PIN1,GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY
