Integrated_Pathway,Gene,Source_Pathway
Protein Phosphorylation,CDC6,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDC7,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDCA8,GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDH5,GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK1,GOBP_OXIDATIVE_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY | REACTOME_PHOSPHORYLATION_OF_EMI1 | REACTOME_PHOSPHORYLATION_OF_THE_APC_C
Protein Phosphorylation,CDK10,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK11A,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK11B,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK12,GOBP_PHOSPHORYLATION | GOBP_PROTEIN_AUTOPHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY
Protein Phosphorylation,CDK13,GOBP_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY
Protein Phosphorylation,CDK14,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK15,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK16,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK17,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK18,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK19,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK2,GOBP_PHOSPHORYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION
Protein Phosphorylation,CDK20,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK2AP1,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK3,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK4,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK5,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION
Protein Phosphorylation,CDK5R1,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION
Protein Phosphorylation,CDK5R2,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK5RAP1,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK5RAP2,GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK5RAP3,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDK6,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDK7,GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY
Protein Phosphorylation,CDK8,GOBP_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY
Protein Phosphorylation,CDK9,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY | GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY
Protein Phosphorylation,CDKL1,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDKL2,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDKL3,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDKL4,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CDKL5,GOBP_PHOSPHORYLATION | GOBP_PROTEIN_AUTOPHOSPHORYLATION
Protein Phosphorylation,CDKN1A,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL
Protein Phosphorylation,CDKN1B,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL
Protein Phosphorylation,CDKN1C,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDKN2A,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDKN2B,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDKN2C,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDKN2D,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDKN3,GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CDON,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CEACAM1,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CEBPA,GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CEMIP,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CENPE,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CEP43,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CEP85,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CERK,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CERKL,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CHCHD10,GOBP_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,CHCHD2,GOBP_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,CHEK1,GOBP_PHOSPHORYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION
Protein Phosphorylation,CHEK2,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_PROTEIN_AUTOPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION
Protein Phosphorylation,CHI3L1,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHMP6,GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHORDC1,GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHP1,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_PROTEIN_AUTOPHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHRNA3,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHRNA7,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CHUK,GOBP_PHOSPHORYLATION | REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL
Protein Phosphorylation,CIB1,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CILK1,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CIMAP3,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION
Protein Phosphorylation,CKS1B,GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CKS2,GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLCF1,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
Protein Phosphorylation,CLDN19,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLDN3,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLEC6A,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLEC7A,GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLIP3,GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION | GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLK1,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CLK2,GOBP_PHOSPHORYLATION | GOBP_PROTEIN_AUTOPHOSPHORYLATION
Protein Phosphorylation,CLK3,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CLK4,GOBP_PHOSPHORYLATION
Protein Phosphorylation,CLN3,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLSPN,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CLU,GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CMPK1,GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION
Protein Phosphorylation,CMPK2,GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION
Protein Phosphorylation,CNKSR3,GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CNOT7,GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
Protein Phosphorylation,CNOT9,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CNPPD1,GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CNTF,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
Protein Phosphorylation,CNTN1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,COA6,GOBP_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COPS2,GOBP_PHOSPHORYLATION
Protein Phosphorylation,COPS8,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,COQ8A,GOBP_PHOSPHORYLATION
Protein Phosphorylation,COQ8B,GOBP_PHOSPHORYLATION
Protein Phosphorylation,COQ9,GOBP_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,CORO1C,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,COX10,HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX15,HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX17,HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX4I1,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX4I2,GOBP_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX5A,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX5B,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6A1,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6A2,GOBP_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6B1,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6B2,GOBP_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6C,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX6CP3,KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7A1,GOBP_OXIDATIVE_PHOSPHORYLATION | GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7A2,GOBP_OXIDATIVE_PHOSPHORYLATION | GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7A2L,GOBP_OXIDATIVE_PHOSPHORYLATION | GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7A2P2,GOBP_OXIDATIVE_PHOSPHORYLATION | GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7B,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7B2,GOBP_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX7C,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX8A,GOBP_OXIDATIVE_PHOSPHORYLATION | HALLMARK_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,COX8C,GOBP_OXIDATIVE_PHOSPHORYLATION | KEGG_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,CPT1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION
Protein Phosphorylation,CREB1,GOBP_PHOSPHORYLATION | REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS | REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB | REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING | REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE | REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE | REACTOME_CREB_PHOSPHORYLATION | REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB
Protein Phosphorylation,CREBL2,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
Protein Phosphorylation,CRH,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION
Protein Phosphorylation,CRIPTO,GOBP_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION | GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION | GOBP_REGULATION_OF_PHOSPHORYLATION | GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION
